NP_180164.1	rna-XM_013730682.1_genome_1	34.211	76	38	4	5	75	2	70	6.6	34.3	PASS	FAIL	1	
NP_180164.1	BroT21.C01g36630.1_genome_13	28.822	399	172	14	301	691	219	513	6.88e-28	122	PASS	FAIL	13	
NP_180164.1	BroT21.C01g36630.1_genome_13	34.568	81	41	4	5	80	5	78	0.73	37.4	PASS	FAIL	13	
NP_180164.1	BroT12.C01g38270.1_genome_9	29.073	399	171	14	301	691	220	514	9.14e-28	122	PASS	FAIL	9	
NP_180164.1	BroT12.C01g38270.1_genome_9	35.135	74	40	3	5	75	5	73	8.6	33.9	PASS	FAIL	9	
NP_180164.1	BroT19.C01g37110.1_genome_8	29.073	399	171	14	301	691	220	514	9.14e-28	122	PASS	FAIL	8	
NP_180164.1	BroT19.C01g37110.1_genome_8	35.135	74	40	3	5	75	5	73	8.6	33.9	PASS	FAIL	8	
NP_180164.1	BroT24.C01g35450.1_genome_7	29.073	399	171	14	301	691	220	514	1.06e-27	121	PASS	FAIL	7	
NP_180164.1	BroT24.C01g35450.1_genome_7	35.135	74	40	3	5	75	5	73	8.9	33.9	PASS	FAIL	7	
NP_180164.1	bro1G04114.1_genome_2	29.073	399	171	14	301	691	220	514	1.06e-27	121	PASS	FAIL	2	
NP_180164.1	bro1G04114.1_genome_2	35.135	74	40	3	5	75	5	73	8.9	33.9	PASS	FAIL	2	
NP_180164.1	BroT02.C01g37040.1_genome_3	28.822	399	172	14	301	691	220	514	9.52e-27	119	PASS	FAIL	3	
NP_180164.1	BroT02.C01g37040.1_genome_3	35.135	74	40	3	5	75	5	73	8.9	33.9	PASS	FAIL	3	
NP_180164.1	BroT22.C05g34960.1_genome_15	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	15	
NP_180164.1	BroT22.C05g34960.1_genome_15	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	15	
NP_180164.1	BolO_5g43420.1_genome_14	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	14	
NP_180164.1	BolO_5g43420.1_genome_14	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	14	
NP_180164.1	BroT21.C05g34800.1_genome_13	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	13	
NP_180164.1	BroT21.C05g34800.1_genome_13	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	13	
NP_180164.1	BroT08.C05g37330.1_genome_11	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	11	
NP_180164.1	BroT08.C05g37330.1_genome_11	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	11	
NP_180164.1	BroT10.C05g36640.1_genome_10	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	10	
NP_180164.1	BroT10.C05g36640.1_genome_10	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	10	
NP_180164.1	BroT12.C05g37480.1_genome_9	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	9	
NP_180164.1	BroT12.C05g37480.1_genome_9	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	9	
NP_180164.1	BroT24.C05g35880.1_genome_7	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	7	
NP_180164.1	BroT24.C05g35880.1_genome_7	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	7	
NP_180164.1	BroT06.C05g36360.1_genome_6	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	6	
NP_180164.1	BroT06.C05g36360.1_genome_6	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	6	
NP_180164.1	BroT13.C05g36060.1_genome_5	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	5	
NP_180164.1	BroT13.C05g36060.1_genome_5	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	5	
NP_180164.1	BroT02.C05g37180.1_genome_3	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	3	
NP_180164.1	BroT02.C05g37180.1_genome_3	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	3	
NP_180164.1	bro5G04145.1_genome_2	36.979	192	79	6	301	489	224	376	4.91e-24	110	PASS	FAIL	2	
NP_180164.1	bro5G04145.1_genome_2	65.625	32	11	0	660	691	503	534	7.84e-04	47.0	PASS	FAIL	2	
NP_180164.1	BroT07.C05g36980.1_genome_4	36.979	192	79	6	301	489	224	376	5.28e-24	110	PASS	FAIL	4	
NP_180164.1	BroT07.C05g36980.1_genome_4	65.625	32	11	0	660	691	503	534	7.98e-04	47.0	PASS	FAIL	4	
NP_180164.1	BroT17.C05g36970.1_genome_12	36.458	192	80	6	301	489	224	376	1.19e-23	109	PASS	FAIL	12	
NP_180164.1	BroT17.C05g36970.1_genome_12	65.625	32	11	0	660	691	503	534	7.98e-04	47.0	PASS	FAIL	12	
NP_180164.1	BroT19.C05g37260.1_genome_8	36.126	191	82	7	301	489	224	376	3.81e-21	101	PASS	FAIL	8	
NP_180164.1	BroT19.C05g37260.1_genome_8	65.625	32	11	0	660	691	501	532	7.56e-04	47.0	PASS	FAIL	8	
NP_180164.1	rna-XM_013729328.1_genome_1	36.126	191	82	7	301	489	224	376	3.81e-21	101	PASS	FAIL	1	
NP_180164.1	rna-XM_013729328.1_genome_1	65.625	32	11	0	660	691	501	532	7.56e-04	47.0	PASS	FAIL	1	
