NP_567181.2	rna-XM_013783404.1_genome_1	23.381	278	161	8	22	295	4	233	2.41e-08	58.9	FAIL	PASS	1	
NP_567181.2	BroT17.C07g34820.1_genome_12	31.694	183	119	5	134	310	151	333	2.74e-08	58.9	PASS	FAIL	12	
NP_567181.2	BroT10.C07g33240.1_genome_10	31.694	183	119	5	134	310	151	333	2.74e-08	58.9	PASS	FAIL	10	
NP_567181.2	BroT06.C07g31650.1_genome_6	31.694	183	119	5	134	310	151	333	2.74e-08	58.9	PASS	FAIL	6	
NP_567181.2	BroT13.C07g32730.1_genome_5	31.694	183	119	5	134	310	151	333	2.74e-08	58.9	PASS	FAIL	5	
NP_567181.2	BroT07.C07g32800.1_genome_4	31.694	183	119	5	134	310	151	333	2.74e-08	58.9	PASS	FAIL	4	
NP_567181.2	BroT12.C07g33110.1_genome_9	31.694	183	119	5	134	310	151	333	2.84e-08	58.9	PASS	FAIL	9	
NP_567181.2	BroT13.C05g27430.1_genome_5	23.381	278	161	8	22	295	4	233	6.03e-08	57.4	FAIL	PASS	5	
NP_567181.2	BroT07.C09g50040.1_genome_4	26.923	208	125	6	90	297	46	226	7.15e-08	57.4	PASS	PASS	4	10	GWHDTYA00000010	57180322	57181686	1365	454	BroT07.C09g50040.1	-	79258772	0	BroT07.C09g50040	-	79258771
NP_567181.2	BroT21.C05g27790.1_genome_13	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	13	
NP_567181.2	BroT08.C05g28320.1_genome_11	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	11	
NP_567181.2	BroT10.C05g27930.1_genome_10	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	10	
NP_567181.2	BroT19.C05g28010.1_genome_8	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	8	
NP_567181.2	BroT24.C05g27600.1_genome_7	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	7	
NP_567181.2	BroT07.C05g28140.1_genome_4	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	4	
NP_567181.2	BroT02.C05g28470.1_genome_3	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	3	
NP_567181.2	bro5G02984.1_genome_2	24.138	261	146	8	39	295	5	217	8.05e-08	57.4	FAIL	PASS	2	
NP_567181.2	BolO_7g40450.1_genome_14	31.551	187	114	5	134	310	203	385	8.12e-08	57.8	PASS	FAIL	14	
NP_567181.2	BroT02.C07g32960.1_genome_3	31.148	183	120	5	134	310	151	333	2.65e-07	55.8	PASS	FAIL	3	
NP_567181.2	BroT08.C05g36220.1_genome_11	26.531	147	101	3	148	291	105	247	6.85e-06	51.2	PASS	FAIL	11	
NP_567181.2	BroT07.C05g35970.1_genome_4	26.531	147	101	3	148	291	105	247	6.85e-06	51.2	PASS	FAIL	4	
NP_567181.2	BroT02.C05g36100.1_genome_3	26.531	147	101	3	148	291	105	247	7.23e-06	51.2	PASS	FAIL	3	
NP_567181.2	bro5G04005.1_genome_2	26.531	147	101	3	148	291	122	264	7.52e-06	51.2	PASS	FAIL	2	
NP_567181.2	BroT22.C05g33920.1_genome_15	26.531	147	101	3	148	291	105	247	9.62e-06	50.8	PASS	FAIL	15	
NP_567181.2	BroT21.C05g32410.1_genome_13	26.531	147	101	3	148	291	105	247	9.62e-06	50.8	PASS	FAIL	13	
NP_567181.2	BroT24.C05g34710.1_genome_7	26.531	147	101	3	148	291	105	247	9.62e-06	50.8	PASS	FAIL	7	
NP_567181.2	BroT13.C05g34990.1_genome_5	26.531	147	101	3	148	291	105	247	9.62e-06	50.8	PASS	FAIL	5	
NP_567181.2	BolO_5g41990.1_genome_14	26.531	147	101	3	148	291	105	247	2.30e-05	50.1	PASS	FAIL	14	
NP_567181.2	BroT17.C05g35880.1_genome_12	25.850	147	102	3	148	291	125	267	3.07e-05	49.3	PASS	FAIL	12	
NP_567181.2	BroT10.C05g35490.1_genome_10	25.850	147	102	3	148	291	125	267	4.15e-05	48.9	PASS	FAIL	10	
NP_567181.2	BroT12.C05g36300.1_genome_9	25.850	147	102	3	148	291	125	267	4.15e-05	48.9	PASS	FAIL	9	
NP_567181.2	BroT19.C05g36140.1_genome_8	25.850	147	102	3	148	291	125	267	4.15e-05	48.9	PASS	FAIL	8	
NP_567181.2	BroT06.C05g35200.1_genome_6	25.850	147	102	3	148	291	125	267	4.15e-05	48.9	PASS	FAIL	6	
NP_567181.2	BroT21.C01g35800.1_genome_13	24.490	147	104	3	148	291	130	272	0.001	44.3	FAIL	FAIL	13	
NP_567181.2	BroT10.C01g36370.1_genome_10	24.490	147	104	3	148	291	130	272	0.001	44.3	FAIL	FAIL	10	
NP_567181.2	BroT12.C01g37340.1_genome_9	24.490	147	104	3	148	291	130	272	0.001	44.3	FAIL	FAIL	9	
NP_567181.2	BroT07.C01g36730.1_genome_4	24.490	147	104	3	148	291	130	272	0.001	44.3	FAIL	FAIL	4	
NP_567181.2	BroT02.C01g36220.1_genome_3	24.490	147	104	3	148	291	130	272	0.001	44.3	FAIL	FAIL	3	
NP_567181.2	BroT22.C01g36040.1_genome_15	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	15	
NP_567181.2	BolO_1g40310.1_genome_14	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	14	
NP_567181.2	BroT17.C01g36780.1_genome_12	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	12	
NP_567181.2	BroT08.C01g36600.1_genome_11	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	11	
NP_567181.2	BroT19.C01g36100.1_genome_8	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	8	
NP_567181.2	BroT24.C01g34720.1_genome_7	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	7	
NP_567181.2	BroT06.C01g35400.1_genome_6	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	6	
NP_567181.2	BroT13.C01g35380.1_genome_5	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	5	
NP_567181.2	bro1G04010.1_genome_2	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	2	
NP_567181.2	rna-XM_013752025.1_genome_1	24.490	147	104	3	148	291	130	272	0.002	43.9	FAIL	FAIL	1	
NP_567181.2	BroT21.C07g33070.1_genome_13	23.500	200	136	4	100	298	475	658	0.002	43.9	FAIL	FAIL	13	
NP_567181.2	BroT24.C07g32830.1_genome_7	23.500	200	136	4	100	298	475	658	0.002	43.9	FAIL	FAIL	7	
NP_567181.2	bro7G03975.1_genome_2	23.500	200	136	4	100	298	475	658	0.002	43.9	FAIL	FAIL	2	
NP_567181.2	BroT17.C07g32890.1_genome_12	23.500	200	136	4	100	298	452	635	0.002	43.9	FAIL	FAIL	12	
NP_567181.2	BroT12.C07g34790.1_genome_9	22.388	201	137	5	100	298	482	665	0.005	42.7	FAIL	FAIL	9	
NP_567181.2	BroT08.C07g34170.1_genome_11	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	11	
NP_567181.2	BroT22.C07g34350.1_genome_15	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	15	
NP_567181.2	BolO_7g42080.1_genome_14	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	14	
NP_567181.2	BroT17.C07g36380.1_genome_12	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	12	
NP_567181.2	BroT19.C07g31880.1_genome_8	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	8	
NP_567181.2	rna-XM_013743557.1_genome_1	22.388	201	137	5	100	298	475	658	0.009	42.0	FAIL	FAIL	1	
NP_567181.2	BroT10.C07g34780.1_genome_10	22.388	201	137	5	100	298	482	665	0.010	42.0	FAIL	FAIL	10	
NP_567181.2	BroT06.C07g33160.1_genome_6	22.388	201	137	5	100	298	482	665	0.010	42.0	FAIL	FAIL	6	
NP_567181.2	BroT02.C07g34490.1_genome_3	22.388	201	137	5	100	298	482	665	0.010	42.0	FAIL	FAIL	3	
NP_567181.2	BroT07.C07g34270.1_genome_4	22.388	201	137	5	100	298	482	665	0.010	41.6	FAIL	FAIL	4	
NP_567181.2	BroT08.C09g05220.1_genome_11	25.385	130	82	3	171	298	433	549	0.019	40.8	PASS	FAIL	11	
NP_567181.2	BroT10.C09g05410.1_genome_10	25.385	130	82	3	171	298	436	552	0.020	40.8	PASS	FAIL	10	
NP_567181.2	BroT07.C09g05200.1_genome_4	25.385	130	82	3	171	298	465	581	0.024	40.4	PASS	FAIL	4	
NP_567181.2	BroT21.C09g05350.1_genome_13	23.846	130	84	3	171	298	91	207	0.087	38.5	FAIL	FAIL	13	
NP_567181.2	BroT06.C09g05200.1_genome_6	23.846	130	84	3	171	298	91	207	0.089	38.5	FAIL	FAIL	6	
NP_567181.2	BroT17.C09g05370.1_genome_12	23.846	130	84	3	171	298	499	615	0.26	37.4	FAIL	FAIL	12	
