Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
rna-XM_013756817.1	822204	1	51033814.0	51062348.0	AT5G10140.1	84.848	FLOWERING LOCUS C	BroT22.C09g53770.1	99.492	YES	YES	wild cabbage
BroT10.C09g56240.1	822204	10	64629709.0	64633718.0	AT5G10140.1	85.354	FLOWERING LOCUS C	BroT22.C09g53740.1	97.462	YES	YES	wild cabbage
BroT13.C09g55480.1	822204	5	61217501.0	61225894.0	AT5G10140.1	84.409	FLOWERING LOCUS C	BroT22.C09g53770.1	96.954	YES	YES	tree kale
BolO_9g65600.1	822204	14	62551864.0	62556327.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53770.1	99.492	YES	YES	wild cabbage
BroT22.C09g53740.1	822204	15	60528585.0	60532602.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	cauliflower
BroT08.C09g55720.1	822204	11	63825037.0	63829053.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	brussels sprouts
BroT12.C09g56450.1	822204	9	58935004.0	58939021.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	lacinato kale
BroT24.C09g53600.1	822204	7	59228080.0	59232097.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	broccoli
BroT13.C09g55450.1	822204	5	61182149.0	61186135.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	tree kale
bro9G06414.1	822204	2	62869994.0	62874010.0	AT5G10140.1	84.343	FLOWERING LOCUS C	BroT22.C09g53740.1	100.000	YES	YES	broccoli
BroT02.C09g56170.1	822213	3	61808235.0	61822128.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53760.1	87.285	YES	YES	flat cabbage
BroT22.C09g53760.1	822204	15	60546251.0	60553290.0	AT5G10140.1	83.871	FLOWERING LOCUS C	BroT22.C09g53760.1	100.000	YES	YES	cauliflower
BroT21.C09g54450.1	822204	13	59522045.0	59529084.0	AT5G10140.1	83.871	FLOWERING LOCUS C	BroT22.C09g53760.1	100.000	YES	YES	cauliflower
BroT24.C09g53620.1	822204	7	59245735.0	59252774.0	AT5G10140.1	83.871	FLOWERING LOCUS C	BroT22.C09g53760.1	91.290	YES	YES	broccoli
rna-XM_013756814.1	822204	1	51011260.0	51016359.0	AT5G10140.1	83.938	FLOWERING LOCUS C	BroT22.C09g53740.1	96.354	YES	YES	wild cabbage
BroT19.C09g54900.1	822210	8	63873701.0	63881391.0	AT5G10140.1	82.500	FLOWERING LOCUS C	BroT22.C02g03650.1	65.015	YES	YES	chinese kale
BroT06.C09g54350.1	822209	6	61714164.0	61750522.0	AT5G10140.1	87.805	FLOWERING LOCUS C	BroT22.C09g53770.1	98.795	YES	YES	round cabbage
BroT10.C09g56260.1	822204	10	64653332.0	64659625.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	99.476	YES	YES	wild cabbage
BroT02.C09g56120.1	822204	3	61785700.0	61793774.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	97.927	YES	YES	flat cabbage
bro9G06417.1	822212	2	62900697.0	62908924.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C02g03650.1	68.513	YES	YES	broccoli
BroT13.C09g55470.1	822211	5	61205611.0	61211881.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	100.000	YES	YES	tree kale
BroT17.C09g58400.1	822204	12	64214827.0	64219017.0	AT5G10140.1	76.263	FLOWERING LOCUS C	BroT22.C09g53770.1	92.386	YES	YES	collard greens
BolO_9g65570.2	822204	14	62521495.0	62526260.0	AT5G10140.1	83.333	FLOWERING LOCUS C	BroT22.C09g53740.1	98.429	YES	YES	wild cabbage
BroT17.C09g58390.1	822204	12	64196671.0	64208844.0	AT5G10140.1	83.871	FLOWERING LOCUS C	BroT22.C09g53760.1	94.649	YES	YES	collard greens
BroT02.C02g03840.1	862403	3	2258945.0	2265808.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	83.242	YES	YES	flat cabbage
BroT08.C02g04460.1	862403	11	2681963.0	2688814.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	82.967	YES	YES	brussels sprouts
BroT10.C02g04020.1	862403	10	2337777.0	2344628.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	82.967	YES	YES	wild cabbage
BroT12.C02g03680.1	862403	9	2148435.0	2155292.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	82.967	YES	YES	lacinato kale
BroT02.C09g56180.1	822214	3	61824899.0	61837128.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	97.927	YES	YES	flat cabbage
BroT17.C02g04030.1	862403	12	2434613.0	2441607.0	AT5G10130.1	82.927	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	81.918	YES	YES	collard greens
BroT06.C02g04020.1	862403	6	2500847.0	2507841.0	AT5G10130.1	82.927	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	81.918	YES	YES	round cabbage
BroT13.C02g03790.1	862403	5	2359958.0	2366952.0	AT5G10130.1	82.927	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	81.918	YES	YES	tree kale
BroT07.C02g04130.1	862403	4	2659664.0	2666658.0	AT5G10130.1	82.927	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	81.918	YES	YES	kohlrabi
BroT10.C09g56280.1	822204	10	64687168.0	64695105.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	99.474	YES	YES	wild cabbage
BroT07.C09g55400.1	822204	4	60631391.0	60669583.0	AT5G10140.1	85.027	FLOWERING LOCUS C	BroT22.C09g53770.1	97.927	YES	YES	kohlrabi
BroT17.C09g58380.1	822206	12	64183399.0	64192432.0	AT5G10140.1	80.303	FLOWERING LOCUS C	BroT22.C09g53740.1	95.939	YES	YES	collard greens
BroT21.C07g45480.1	930174	13	49750154.0	49760640.0	AT5G10140.1	80.978	FLOWERING LOCUS C	BroT22.C03g04930.1	79.570	YES	YES	cauliflower
bro5G07946.1	856344	2	69335220.0	69341970.0	AT5G10140.1	67.526	FLOWERING LOCUS C	BroT22.C03g04930.1	71.585	YES	YES	broccoli
BroT24.C02g54580.1	814361	7	63125572.0	63129501.0	AT5G65060.1	71.429	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	broccoli
BroT07.C02g56050.1	814361	4	65826596.0	65830451.0	AT5G65060.1	71.429	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	kohlrabi
bro2G06234.1	814361	2	63304892.0	63309099.0	AT5G65060.1	71.429	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	broccoli
BroT02.C02g54770.1	814361	3	68464932.0	68468788.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	flat cabbage
BroT19.C03g17640.1	883373	8	9834553.0	9840998.0	AT5G10140.1	66.486	FLOWERING LOCUS C	BroT22.C03g04930.1	64.130	YES	YES	chinese kale
BroT10.C02g54870.1	814361	10	68998484.0	69010551.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	wild cabbage
BroT19.C02g55040.1	814361	8	69204282.0	69216315.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	chinese kale
BroT24.C02g54530.1	814361	7	63067654.0	63079833.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	broccoli
BroT13.C02g55860.1	814361	5	65718549.0	65730659.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	tree kale
bro2G06228.1	814361	2	63247131.0	63259511.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	95.082	YES	YES	broccoli
BroT21.C02g03840.1	862403	13	2382295.0	2389134.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	86.389	YES	YES	cauliflower
BroT22.C02g53900.1	814361	15	62689467.0	62693347.0	AT5G65060.1	77.108	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	100.000	YES	YES	cauliflower
BolO_2g65950.1	814371	14	66961048.0	66966111.0	AT5G65070.3	63.362	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	86.979	YES	YES	wild cabbage
BroT10.C02g54960.1	814371	10	69078633.0	69083696.0	AT5G65070.3	63.362	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	86.979	YES	YES	wild cabbage
BroT08.C02g55830.1	814361	11	69346654.0	69350439.0	AT5G65060.1	70.918	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	93.989	YES	YES	brussels sprouts
BroT10.C03g54190.1	814369	10	39816245.0	39826273.0	AT5G65070.3	62.500	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	73.575	YES	YES	wild cabbage
BroT12.C03g54790.1	814369	9	40732504.0	40742532.0	AT5G65070.3	62.500	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	73.575	YES	YES	lacinato kale
bro3G02263.1	814369	2	18960184.0	18970845.0	AT5G65070.3	62.500	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	73.575	YES	YES	broccoli
BroT21.C02g53450.1	814361	13	59514554.0	59526621.0	AT5G65060.1	71.939	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	94.536	YES	YES	cauliflower
BroT21.C03g17070.1	883373	13	9733857.0	9740302.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	cauliflower
BroT17.C03g17380.1	883373	12	9525114.0	9531561.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	collard greens
BroT08.C03g17070.1	883373	11	9428424.0	9434869.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	brussels sprouts
BroT12.C03g17530.1	883373	9	9862727.0	9869172.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	lacinato kale
BroT24.C03g17150.1	883373	7	9625008.0	9631453.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	broccoli
BroT06.C03g16890.1	883373	6	9649582.0	9656027.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	round cabbage
BroT13.C03g17560.1	883373	5	10068077.0	10074522.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	tree kale
BroT02.C03g17160.1	883373	3	9600816.0	9607261.0	AT5G10140.1	65.946	FLOWERING LOCUS C	BroT22.C03g04930.1	63.587	YES	YES	flat cabbage
rna-XM_013764730.1	814361	1	52246135.0	52250653.0	AT5G65060.1	71.429	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	94.536	YES	YES	wild cabbage
BroT21.C02g53400.1	814361	13	59473850.0	59477761.0	AT5G65060.1	70.408	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	92.896	YES	YES	cauliflower
BroT08.C02g55770.1	814361	11	69306489.0	69310400.0	AT5G65060.1	70.408	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	92.896	YES	YES	brussels sprouts
BroT06.C02g52870.1	814363	6	62392161.0	62395946.0	AT5G65060.1	70.918	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	93.443	YES	YES	round cabbage
bro2G00398.1	862403	2	3431290.0	3438144.0	AT5G10130.1	83.537	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	82.787	YES	YES	broccoli
bro2G06238.1	814364	2	63333884.0	63340066.0	AT5G65070.3	61.951	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	92.708	YES	YES	broccoli
BroT10.C03g17840.1	883373	10	9833775.0	9840220.0	AT5G10140.1	64.000	FLOWERING LOCUS C	BroT22.C03g04930.1	60.920	YES	YES	wild cabbage
BroT22.C02g53940.1	814364	15	62723536.0	62729718.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	cauliflower
BroT19.C02g55120.1	814364	8	69298272.0	69304454.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	chinese kale
BroT24.C02g54600.1	814364	7	63154448.0	63160630.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	broccoli
BroT07.C02g56130.1	814364	4	65899608.0	65905789.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	kohlrabi
rna-XM_013759126.1	814364	1	1627.0	7952.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	wild cabbage
BroT12.C02g56170.1	814364	9	65238783.0	65245138.0	AT5G65070.3	56.911	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	lacinato kale
BroT13.C02g55950.1	814364	5	65802875.0	65809230.0	AT5G65070.3	56.911	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	tree kale
BroT02.C02g54860.1	814364	3	68540548.0	68546903.0	AT5G65070.3	56.911	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	100.000	YES	YES	flat cabbage
BroT06.C02g52820.1	814361	6	62344592.0	62347599.0	AT5G65060.1	79.433	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	97.887	YES	YES	round cabbage
BroT21.C02g53530.1	814364	13	59600056.0	59606825.0	AT5G65070.3	57.991	MADS AFFECTING FLOWERING 4	BroT22.C02g53940.1	99.479	YES	YES	cauliflower
rna-XM_013773319.1	814362	1	35746750.0	35750768.0	AT5G65050.3	58.874	AGAMOUS-like 31	BroT22.C03g53940.1	81.657	YES	YES	wild cabbage
bro3G02264.1	814362	2	18974019.0	19011549.0	AT5G65060.1	63.265	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	69.277	YES	YES	broccoli
BroT12.C02g56070.1	814370	9	65164493.0	65168409.0	AT5G65060.1	65.534	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	82.902	YES	YES	lacinato kale
BroT13.C02g55910.1	814363	5	65776312.0	65780231.0	AT5G65060.1	65.049	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	82.902	YES	YES	tree kale
BroT02.C02g54820.1	814363	3	68514005.0	68517924.0	AT5G65060.1	65.049	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	82.902	YES	YES	flat cabbage
BroT07.C02g56100.1	814370	4	65865575.0	65869424.0	AT5G65060.1	69.886	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	87.745	YES	YES	kohlrabi
BroT12.C02g55960.1	814370	9	65061464.0	65073540.0	AT5G65060.1	65.534	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	82.902	YES	YES	lacinato kale
BroT21.C02g53500.1	814363	13	59572280.0	59576193.0	AT5G65060.1	65.049	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	82.383	YES	YES	cauliflower
BroT10.C02g54950.1	814366	10	69066342.0	69076031.0	AT5G65050.3	66.834	AGAMOUS-like 31	BroT22.C02g53940.1	67.188	YES	YES	wild cabbage
BroT17.C02g58500.1	814363	12	70963719.0	70967477.0	AT5G65060.1	66.071	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	89.032	YES	YES	collard greens
BroT17.C03g53490.1	814367	12	40814693.0	40820644.0	AT5G65060.1	58.794	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	57.292	YES	YES	collard greens
BroT08.C03g53320.1	814362	11	39776143.0	39781107.0	AT5G65050.3	78.049	AGAMOUS-like 31	BroT22.C02g53900.1	77.236	YES	NO	brussels sprouts
BroT24.C03g51980.1	814362	7	39673643.0	39678607.0	AT5G65050.3	78.049	AGAMOUS-like 31	BroT22.C02g53900.1	77.236	YES	NO	broccoli
BroT13.C03g53240.1	814362	5	40131634.0	40136598.0	AT5G65050.3	78.049	AGAMOUS-like 31	BroT22.C02g53900.1	77.236	YES	NO	tree kale
BroT02.C03g53540.1	814362	3	40194222.0	40199186.0	AT5G65050.3	78.049	AGAMOUS-like 31	BroT22.C02g53900.1	77.236	YES	NO	flat cabbage
BroT17.C02g58870.1	814368	12	71263123.0	71265449.0	AT5G65060.1	58.673	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	73.770	YES	YES	collard greens
BroT17.C02g58920.1	814368	12	71306416.0	71308722.0	AT5G65050.3	59.184	AGAMOUS-like 31	BroT22.C02g53900.1	73.224	YES	YES	collard greens
BolO_2g65840.1	814368	14	66892599.0	66894910.0	AT5G65050.3	55.102	AGAMOUS-like 31	BroT22.C02g53900.1	69.399	YES	YES	wild cabbage
BolO_2g65930.1	814366	14	66948765.0	66957690.0	AT5G65050.3	67.568	AGAMOUS-like 31	BroT22.C02g53940.1	72.297	YES	YES	wild cabbage
BolO_7g56360.1	930174	14	54171243.0	54177805.0	AT5G10140.1	75.497	FLOWERING LOCUS C	BroT22.C03g04930.1	79.577	YES	YES	wild cabbage
BroT10.C09g28760.1	819069	10	27816175.0	27820039.0	AT4G11880.1	79.186	AGAMOUS-like 14	BroT22.C09g27820.1	98.157	YES	YES	wild cabbage
BolO_9g33630.1	819069	14	28139111.0	28143558.0	AT4G11880.1	79.638	AGAMOUS-like 14	BroT22.C09g27820.1	98.618	YES	YES	wild cabbage
BroT17.C09g30130.1	819069	12	30405577.0	30409430.0	AT4G11880.1	79.638	AGAMOUS-like 14	BroT22.C09g27820.1	98.618	YES	YES	collard greens
BroT02.C09g29490.1	819069	3	28616813.0	28620652.0	AT4G11880.1	79.638	AGAMOUS-like 14	BroT22.C09g27820.1	98.618	YES	YES	flat cabbage
BroT21.C09g54420.1	822204	13	59506540.0	59508394.0	AT5G10140.1	76.923	FLOWERING LOCUS C	BroT22.C09g53740.1	99.265	YES	YES	cauliflower
BroT22.C09g27820.1	819069	15	28194027.0	28197871.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	cauliflower
BroT21.C09g27910.1	819069	13	28075629.0	28079473.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	cauliflower
BroT19.C09g28900.1	819069	8	28249217.0	28253060.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	chinese kale
BroT24.C09g27310.1	819069	7	27969761.0	27973605.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	broccoli
BroT13.C09g29120.1	819069	5	29209918.0	29213762.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	tree kale
BroT07.C09g28990.1	819069	4	28693339.0	28697182.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	kohlrabi
bro9G03278.1	819069	2	28675364.0	28679856.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	broccoli
rna-XM_013753722.1	819069	1	28935092.0	28939487.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	wild cabbage
BroT12.C09g29660.1	819069	9	28765293.0	28769153.0	AT4G11880.1	79.638	AGAMOUS-like 14	BroT22.C09g27820.1	99.539	YES	YES	lacinato kale
BroT06.C09g28140.1	819069	6	28657930.0	28661790.0	AT4G11880.1	79.638	AGAMOUS-like 14	BroT22.C09g27820.1	99.539	YES	YES	round cabbage
BroT21.C04g54840.1	843163	13	60686701.0	60689117.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	cauliflower
BroT17.C04g62630.1	843163	12	70822970.0	70825386.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	collard greens
BroT08.C04g59700.1	843163	11	68389050.0	68391466.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	brussels sprouts
BroT12.C04g61330.1	843163	9	68224819.0	68227235.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	lacinato kale
BroT06.C04g57420.1	843163	6	64538712.0	64541128.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	round cabbage
BroT19.C04g59920.1	843163	8	68152245.0	68154663.0	AT2G45660.1	92.991	AGAMOUS-like 20	BroT22.C04g59970.1	99.061	YES	YES	chinese kale
BroT06.S50g00040.1	843163	6	44586.0	47004.0	AT2G45660.1	92.991	AGAMOUS-like 20	BroT22.C04g59970.1	99.061	YES	YES	round cabbage
BroT07.C04g59950.1	843163	4	63994369.0	63996787.0	AT2G45660.1	92.991	AGAMOUS-like 20	BroT22.C04g59970.1	99.061	YES	YES	kohlrabi
BolO_4g63850.1	843163	14	58392519.0	58396016.0	AT2G45660.1	92.523	AGAMOUS-like 20	BroT22.C04g59970.1	98.592	YES	YES	wild cabbage
bro3G03551.1	794179	2	35772065.0	35775688.0	AT1G26310.1	81.250	CAULIFLOWER	BroT22.C06g35070.1	60.465	YES	YES	broccoli
BroT22.C04g59970.1	843163	15	67754335.0	67756752.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	cauliflower
BroT10.C04g60160.1	843163	10	70184032.0	70186449.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	wild cabbage
BroT24.C04g57900.1	843163	7	63433905.0	63436322.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	broccoli
BroT13.C04g59900.1	843163	5	68016455.0	68018872.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	tree kale
BroT02.C04g59360.1	843163	3	65398681.0	65401098.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	flat cabbage
bro4G06847.1	843163	2	64755001.0	64758570.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	broccoli
